Title,Year,Rating,Film_ID,Slug,Poster_URL,Film_URL,Has_Review,Movie_ID
John Wick: Chapter 4,2023,3.5,530882,john-wick-chapter-4,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/john-wick-chapter-4/,No,530882
Cocaine Bear,2023,2.5,721333,cocaine-bear,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/cocaine-bear/,No,721333
Creed III,2023,3.0,601624,creed-iii,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/creed-iii/,No,601624
Demon Slayer: Kimetsu no Yaiba -To the Swordsmith Village-,2023,0.5,962423,demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/demon-slayer-kimetsu-no-yaiba-to-the-swordsmith-village/,No,962423
Ant-Man and the Wasp: Quantumania,2023,0.5,566237,ant-man-and-the-wasp-quantumania,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ant-man-and-the-wasp-quantumania/,No,566237
Past Lives,2023,5.0,591053,past-lives,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/past-lives/,Yes,591053
Fair Play,2023,1.5,817403,fair-play-2023,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fair-play-2023/,No,817403
Missing,2023,2.5,688088,missing-2023,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/missing-2023/,No,688088
Operation Fortune: Ruse de Guerre,2023,3.0,661153,operation-fortune-ruse-de-guerre,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/operation-fortune-ruse-de-guerre/,No,661153
The Pale Blue Eye,2022,3.5,718241,the-pale-blue-eye,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-pale-blue-eye/,No,718241
Kaguya-sama: Love Is War -The First Kiss That Never Ends-,2022,3.5,898519,kaguya-sama-love-is-war-the-first-kiss-that-never-ends,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/kaguya-sama-love-is-war-the-first-kiss-that-never-ends/,No,898519
Babylon,2022,3.5,542773,babylon-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/babylon-2022/,Yes,542773
M3GAN,2022,3.5,465649,m3gan,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/m3gan/,No,465649
Avatar: The Way of Water,2022,2.5,63058,avatar-the-way-of-water,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/avatar-the-way-of-water/,No,63058
Puss in Boots: The Last Wish,2022,4.0,242285,puss-in-boots-the-last-wish,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/puss-in-boots-the-last-wish/,No,242285
Suzume,2022,3.0,822281,suzume,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/suzume/,No,822281
Talk to Me,2022,3.0,908144,talk-to-me-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/talk-to-me-2022/,No,908144
Black Panther: Wakanda Forever,2022,0.5,435460,black-panther-wakanda-forever,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/black-panther-wakanda-forever/,No,435460
Black Adam,2022,3.0,369179,black-adam,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/black-adam/,No,369179
Smile,2022,4.5,793883,smile-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/smile-2022/,No,793883
DAHMER - Monster: The Jeffrey Dahmer Story,2022,4.5,926280,dahmer-monster-the-jeffrey-dahmer-story,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/dahmer-monster-the-jeffrey-dahmer-story/,No,926280
Amsterdam,2022,1.0,589317,amsterdam-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/amsterdam-2022/,No,589317
Cyberpunk: Edgerunners,2022,3.0,925183,cyberpunk-edgerunners,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/cyberpunk-edgerunners/,No,925183
Sanctuary,2022,3.0,782545,sanctuary-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/sanctuary-2022/,Yes,782545
The Fabelmans,2022,3.5,721288,the-fabelmans,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-fabelmans/,No,721288
Glass Onion,2022,2.0,586723,glass-onion,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/glass-onion/,No,586723
The Menu,2022,1.0,521323,the-menu-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-menu-2022/,No,521323
"The Tunnel to Summer, the Exit of Goodbyes",2022,,822472,the-tunnel-to-summer-the-exit-of-goodbyes,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-tunnel-to-summer-the-exit-of-goodbyes/,No,822472
Blonde,2022,4.0,228594,blonde-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/blonde-2022/,No,228594
Ticket to Paradise,2022,2.0,718296,ticket-to-paradise-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ticket-to-paradise-2022/,No,718296
Don't Worry Darling,2022,2.5,546347,dont-worry-darling,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/dont-worry-darling/,No,546347
Pearl,2022,4.5,853822,pearl-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/pearl-2022/,Yes,853822
Terrifier 2,2022,1.5,588907,terrifier-2,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/terrifier-2/,No,588907
Purple Hearts,2022,3.0,683195,purple-hearts-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/purple-hearts-2022/,No,683195
DC League of Super-Pets,2022,1.5,468929,dc-league-of-super-pets,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/dc-league-of-super-pets/,No,468929
Bullet Train,2022,3.5,641961,bullet-train,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/bullet-train/,No,641961
Where the Crawdads Sing,2022,3.5,606880,where-the-crawdads-sing,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/where-the-crawdads-sing/,No,606880
"Hello, Goodbye, and Everything in Between",2022,2.5,666928,hello-goodbye-and-everything-in-between,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/hello-goodbye-and-everything-in-between/,No,666928
Minions: The Rise of Gru,2022,2.5,371005,minions-the-rise-of-gru,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/minions-the-rise-of-gru/,No,371005
Thor: Love and Thunder,2022,0.5,543002,thor-love-and-thunder,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/thor-love-and-thunder/,No,543002
Broker,2022,3.5,658830,broker-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/broker-2022/,No,658830
Jurassic World Dominion,2022,2.0,437050,jurassic-world-dominion,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/jurassic-world-dominion/,No,437050
Aftersun,2022,4.0,868558,aftersun,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/aftersun/,Yes,868558
Top Gun: Maverick,2022,4.0,293465,top-gun-maverick,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/top-gun-maverick/,No,293465
Doctor Strange in the Multiverse of Madness,2022,1.0,385511,doctor-strange-in-the-multiverse-of-madness,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/doctor-strange-in-the-multiverse-of-madness/,No,385511
Sonic the Hedgehog 2,2022,3.5,600103,sonic-the-hedgehog-2,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/sonic-the-hedgehog-2/,No,600103
Moon Knight,2022,2.0,839774,moon-knight-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/moon-knight-2022/,No,839774
Fantastic Beasts: The Secrets of Dumbledore,2022,1.5,268366,fantastic-beasts-the-secrets-of-dumbledore,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fantastic-beasts-the-secrets-of-dumbledore/,No,268366
Incantation,2022,3.5,778526,incantation-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/incantation-2022/,Yes,778526
Deep Water,2022,3.0,546501,deep-water-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/deep-water-2022/,Yes,546501
The Bad Guys,2022,3.5,555942,the-bad-guys-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-bad-guys-2022/,No,555942
Bodies Bodies Bodies,2022,3.0,449442,bodies-bodies-bodies,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/bodies-bodies-bodies/,No,449442
X,2022,3.5,680358,x-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/x-2022/,No,680358
Everything Everywhere All at Once,2022,0.5,474474,everything-everywhere-all-at-once,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/everything-everywhere-all-at-once/,No,474474
The Weekend Away,2022,3.0,755715,the-weekend-away,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-weekend-away/,No,755715
The Adam Project,2022,3.0,620665,the-adam-project,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-adam-project/,No,620665
The Batman,2022,5.0,348914,the-batman,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-batman/,No,348914
Turning Red,2022,2.0,438727,turning-red,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/turning-red/,No,438727
The In Between,2022,,735089,the-in-between-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-in-between-2022/,No,735089
Uncharted,2022,2.0,264328,uncharted-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/uncharted-2022/,No,264328
Death on the Nile,2022,2.5,434913,death-on-the-nile-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/death-on-the-nile-2022/,No,434913
Through My Window,2022,2.0,735239,through-my-window,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/through-my-window/,No,735239
All of Us Are Dead,2022,4.0,839795,all-of-us-are-dead,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/all-of-us-are-dead/,No,839795
Cha Cha Real Smooth,2022,3.5,730798,cha-cha-real-smooth,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/cha-cha-real-smooth/,No,730798
Fresh,2022,2.5,706064,fresh-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fresh-2022/,No,706064
The Royal Treatment,2022,1.0,708328,the-royal-treatment,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-royal-treatment/,No,708328
Scream,2022,3.0,572119,scream-2022,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/scream-2022/,No,572119
Harry Potter 20th Anniversary: Return to Hogwarts,2022,2.0,809443,harry-potter-20th-anniversary-return-to-hogwarts,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/harry-potter-20th-anniversary-return-to-hogwarts/,No,809443
Jujutsu Kaisen 0,2021,2.0,727160,jujutsu-kaisen-0,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/jujutsu-kaisen-0/,No,727160
The Matrix Resurrections,2021,3.5,551275,the-matrix-resurrections,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-matrix-resurrections/,No,551275
Spider-Man: No Way Home,2021,0.5,560787,spider-man-no-way-home,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/spider-man-no-way-home/,No,560787
The Hating Game,2021,2.5,530972,the-hating-game,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-hating-game/,No,530972
The King's Man,2021,2.0,407855,the-kings-man,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-kings-man/,No,407855
Don't Look Up,2021,3.0,572255,dont-look-up-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/dont-look-up-2021/,No,572255
Nightmare Alley,2021,3.0,524592,nightmare-alley-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/nightmare-alley-2021/,Yes,524592
Hawkeye,2021,1.5,806637,hawkeye-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/hawkeye-2021/,No,806637
Licorice Pizza,2021,3.5,641086,licorice-pizza,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/licorice-pizza/,No,641086
Psych 3: This Is Gus,2021,3.0,745195,psych-3-this-is-gus,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/psych-3-this-is-gus/,No,745195
Sing 2,2021,3.0,371477,sing-2,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/sing-2/,No,371477
All Too Well: The Short Film,2021,4.0,807762,all-too-well-the-short-film,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/all-too-well-the-short-film/,No,807762
Red Notice,2021,3.5,441858,red-notice,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/red-notice/,No,441858
Army of Thieves,2021,4.0,714279,army-of-thieves,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/army-of-thieves/,No,714279
Eternals,2021,3.0,454016,eternals,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/eternals/,No,454016
No Time to Die,2021,4.5,305964,no-time-to-die-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/no-time-to-die-2021/,No,305964
The Black Phone,2021,4.0,677571,the-black-phone,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-black-phone/,No,677571
Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc,2021,1.0,805835,demon-slayer-kimetsu-no-yaiba-tsuzumi-mansion-arc,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/demon-slayer-kimetsu-no-yaiba-tsuzumi-mansion-arc/,No,805835
Squid Game,2021,2.5,787181,squid-game,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/squid-game/,No,787181
Venom: Let There Be Carnage,2021,3.0,508638,venom-let-there-be-carnage,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/venom-let-there-be-carnage/,No,508638
Demon Slayer: Kimetsu no Yaiba — Asakusa Arc,2021,0.5,805837,demon-slayer-kimetsu-no-yaiba-asakusa-arc,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/demon-slayer-kimetsu-no-yaiba-asakusa-arc/,No,805837
The Guilty,2021,2.5,496198,the-guilty-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-guilty-2021/,No,496198
Last Night in Soho,2021,3.0,505000,last-night-in-soho,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/last-night-in-soho/,Yes,505000
Dune,2021,4.0,371378,dune-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/dune-2021/,Yes,371378
The Voyeurs,2021,2.0,571753,the-voyeurs-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-voyeurs-2021/,Yes,571753
Clickbait,2021,3.0,780166,clickbait-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/clickbait-2021/,No,780166
Ghostbusters: Afterlife,2021,,359349,ghostbusters-afterlife,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/ghostbusters-afterlife/,No,359349
Shang-Chi and the Legend of the Ten Rings,2021,0.5,494969,shang-chi-and-the-legend-of-the-ten-rings,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/shang-chi-and-the-legend-of-the-ten-rings/,No,494969
The Kissing Booth 3,2021,2.5,650334,the-kissing-booth-3,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-kissing-booth-3/,No,650334
Free Guy,2021,3.0,479814,free-guy,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/free-guy/,No,479814
"Batman: The Long Halloween, Part Two",2021,,658366,batman-the-long-halloween-part-two,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/batman-the-long-halloween-part-two/,No,658366
Jungle Cruise,2021,,383239,jungle-cruise,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/jungle-cruise/,No,383239
Snake Eyes: G.I. Joe Origins,2021,,497123,snake-eyes-gi-joe-origins,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/snake-eyes-gi-joe-origins/,No,497123
Belle,2021,,695629,belle-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/belle-2021/,No,695629
Fear Street: 1666,2021,,518789,fear-street-1666,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fear-street-1666/,No,518789
Fear Street: 1978,2021,,518788,fear-street-1978,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fear-street-1978/,No,518788
Escape Room: Tournament of Champions,2021,,513030,escape-room-tournament-of-champions,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/escape-room-tournament-of-champions/,No,513030
The Tomorrow War,2021,,515909,the-tomorrow-war,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-tomorrow-war/,No,515909
Fear Street: 1994,2021,3.5,518787,fear-street-1994,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fear-street-1994/,No,518787
"Batman: The Long Halloween, Part One",2021,3.5,658367,batman-the-long-halloween-part-one,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/batman-the-long-halloween-part-one/,No,658367
Luca,2021,4.0,438722,luca-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/luca-2021/,No,438722
The Suicide Squad,2021,,369835,the-suicide-squad,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-suicide-squad/,No,369835
The Conjuring: The Devil Made Me Do It,2021,1.5,356723,the-conjuring-the-devil-made-me-do-it,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-conjuring-the-devil-made-me-do-it/,No,356723
F9,2021,2.5,320000,f9,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/f9/,No,320000
Cruella,2021,4.0,266676,cruella,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/cruella/,No,266676
The Woman in the Window,2021,2.0,450164,the-woman-in-the-window-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-woman-in-the-window-2021/,No,450164
Justice Society: World War II,2021,3.0,658369,justice-society-world-war-ii,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/justice-society-world-war-ii/,No,658369
Army of the Dead,2021,3.0,433652,army-of-the-dead-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/army-of-the-dead-2021/,No,433652
Mortal Kombat,2021,3.0,392290,mortal-kombat-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/mortal-kombat-2021/,No,392290
Godzilla vs. Kong,2021,2.5,333825,godzilla-vs-kong,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/godzilla-vs-kong/,No,333825
The Falcon and the Winter Soldier,2021,0.5,671814,the-falcon-and-the-winter-soldier,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-falcon-and-the-winter-soldier/,No,671814
Zack Snyder's Justice League,2021,,709530,zack-snyders-justice-league,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/zack-snyders-justice-league/,No,709530
Nobody,2021,2.0,542555,nobody-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/nobody-2021/,No,542555
The Map of Tiny Perfect Things,2021,3.0,597284,the-map-of-tiny-perfect-things,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-map-of-tiny-perfect-things/,No,597284
Tom & Jerry,2021,2.5,515466,tom-jerry-2021,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/tom-jerry-2021/,No,515466
WandaVision,2021,0.5,671813,wandavision,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/wandavision/,No,671813
Wonder Woman 1984,2020,1.5,395731,wonder-woman-1984,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/wonder-woman-1984/,No,395731
The Call,2020,4.0,503979,the-call-2020-3,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-call-2020-3/,Yes,503979
Borat Subsequent Moviefilm,2020,2.0,662656,borat-subsequent-moviefilm,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/borat-subsequent-moviefilm/,No,662656
The Queen's Gambit,2020,3.5,668077,the-queens-gambit,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-queens-gambit/,No,668077
Roald Dahl's The Witches,2020,0.5,460515,roald-dahls-the-witches,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/roald-dahls-the-witches/,No,460515
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,0.5,561521,demon-slayer-kimetsu-no-yaiba-the-movie-mugen,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/demon-slayer-kimetsu-no-yaiba-the-movie-mugen/,No,561521
Love and Monsters,2020,2.0,517828,love-and-monsters,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/love-and-monsters/,No,517828
The Haunting of Bly Manor,2020,3.5,665098,the-haunting-of-bly-manor,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-haunting-of-bly-manor/,No,665098
Run,2020,3.0,475032,run-2020,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/run-2020/,Yes,475032
Hubie Halloween,2020,2.5,544511,hubie-halloween,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/hubie-halloween/,No,544511
Enola Holmes,2020,,427852,enola-holmes,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/enola-holmes/,No,427852
I Care a Lot,2020,3.0,529203,i-care-a-lot,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/i-care-a-lot/,No,529203
The Devil All the Time,2020,,429945,the-devil-all-the-time,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-devil-all-the-time/,No,429945
The Babysitter: Killer Queen,2020,,550049,the-babysitter-killer-queen,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-babysitter-killer-queen/,No,550049
Tenet,2020,4.0,506032,tenet,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/tenet/,No,506032
Words on Bathroom Walls,2020,2.0,453325,words-on-bathroom-walls,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/words-on-bathroom-walls/,No,453325
Host,2020,1.5,645718,host-2020,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/host-2020/,No,645718
Words Bubble Up Like Soda Pop,2020,,507902,words-bubble-up-like-soda-pop,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/words-bubble-up-like-soda-pop/,No,507902
The Kissing Booth 2,2020,,510995,the-kissing-booth-2,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-kissing-booth-2/,No,510995
Psych 2: Lassie Come Home,2020,3.5,510173,psych-2-lassie-come-home,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/psych-2-lassie-come-home/,No,510173
The F**k-It List,2020,2.5,525662,the-fk-it-list,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-fk-it-list/,No,525662
Artemis Fowl,2020,,406667,artemis-fowl,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/artemis-fowl/,No,406667
Scoob!,2020,,319927,scoob,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/scoob/,No,319927
Justice League Dark: Apokolips War,2020,,545171,justice-league-dark-apokolips-war,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/justice-league-dark-apokolips-war/,No,545171
Normal People,2020,,620781,normal-people-2020,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/normal-people-2020/,No,620781
Extraction,2020,,474471,extraction-2020,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/extraction-2020/,No,474471
The New Mutants,2020,3.0,269596,the-new-mutants,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-new-mutants/,No,269596
Spenser Confidential,2020,,509814,spenser-confidential,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/spenser-confidential/,No,509814
All the Bright Places,2020,4.0,271869,all-the-bright-places,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/all-the-bright-places/,No,271869
Fantasy Island,2020,,468556,fantasy-island,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/fantasy-island/,No,468556
Palm Springs,2020,4.0,515467,palm-springs-2020,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/palm-springs-2020/,No,515467
Promising Young Woman,2020,3.5,510047,promising-young-woman,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/promising-young-woman/,No,510047
Sonic the Hedgehog,2020,3.5,386608,sonic-the-hedgehog,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/sonic-the-hedgehog/,No,386608
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,3.0,426131,birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/birds-of-prey-and-the-fantabulous-emancipation-of-one-harley-quinn/,No,426131
The Grudge,2019,,396706,the-grudge-2019,https://s.ltrbxd.com/static/img/empty-poster-70-BSf-Pjrh.png,/film/the-grudge-2019/,No,396706
