Username,Bio,Total_Films,Total_Reviews,Total_Lists,Following_Count,Followers_Count,Favorite_Films
whiteknight03x,"22 | He/Him ""People never forget two things, their first love and the money they wasted watching a bad movie.""",976,168,1,24,74,"[{""title"": ""The Dark Knight"", ""year"": ""2008""}, {""title"": ""Past Lives"", ""year"": ""2023""}, {""title"": ""Your Name."", ""year"": ""2016""}, {""title"": ""The Conjuring"", ""year"": ""2013""}]"
